Position,SpineBaseX,SpineBaseY,SpineBaseZ,SpineMidX,SpineMidY,SpineMidZ,NeckX,NeckY,NeckZ,HeadX,HeadY,HeadZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,WristLeftX,WristLeftY,WristLeftZ,HandLeftX,HandLeftY,HandLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowRightX,ElbowRightY,ElbowRightZ,WristRightX,WristRightY,WristRightZ,HandRightX,HandRightY,HandRightZ,HipLeftX,HipLeftY,HipLeftZ,KneeLeftX,KneeLeftY,KneeLeftZ,AnkleLeftX,AnkleLeftY,AnkleLeftZ,FootLeftX,FootLeftY,FootLeftZ,HipRightX,HipRightY,HipRightZ,KneeRightX,KneeRightY,KneeRightZ,AnkleRightX,AnkleRightY,AnkleRightZ,FootRightX,FootRightY,FootRightZ,SpineShoulderX,SpineShoulderY,SpineShoulderZ,HandTipLeftX,HandTipLeftY,HandTipLeftZ,ThumbLeftX,ThumbLeftY,ThumbLeftZ,HandTipRightX,HandTipRightY,HandTipRightZ,ThumbRightX,ThumbRightY,ThumbRightZ
Laying,0.03207669,-0.2032401,2.16435,0.3279284,-0.2180631,2.098799,0.6096562,-0.2196335,2.031296,0.7285362,-0.1757115,2.044544,0.457357,-0.2568029,1.907371,0.2138049,-0.3609545,1.862167,0.1647819,-0.139289,2.005876,0.1547807,-0.1410161,2.042261,0.5724295,-0.3511387,1.978009,0.3069563,-0.3266488,1.884346,0.0325076,-0.3406744,1.870152,-0.04577759,-0.3386412,1.887449,0.03323751,-0.1487367,2.125863,-0.467497,-0.2528707,2.159892,-0.8244123,-0.2471887,2.225273,-0.8251228,-0.3399965,2.129925,0.02976647,-0.25115,2.138419,0.1862943,-0.02619109,2.375812,-0.1637045,-0.03760112,2.479186,-0.1723156,-0.09805501,2.327884,0.5409081,-0.2213165,2.049997,0.1123366,-0.1097724,2.130774,0.08580772,-0.1953363,2.002667,-0.1397671,-0.3407061,1.883236,-0.04723522,-0.324342,1.959
Laying,0.02134058,-0.2152957,2.152203,0.325855,-0.2224968,2.096076,0.6131995,-0.2278279,2.028702,0.7318309,-0.1829712,2.042537,0.4607943,-0.2649919,1.904519,0.2167011,-0.3691659,1.859282,0.1665138,-0.1461646,2.000851,0.09153387,-0.1139285,2.101647,0.5757638,-0.3593312,1.975071,0.3100619,-0.3281233,1.884218,0.03550133,-0.3405141,1.870564,-0.0503598,-0.3385639,1.886825,0.02675107,-0.153081,2.123345,-0.4651212,-0.2532372,2.157551,-0.8220072,-0.2477551,2.223146,-0.8210742,-0.3397928,2.12642,0.01383282,-0.2763447,2.107738,0.1613272,-0.04643055,2.346905,-0.1882119,-0.05669609,2.451498,-0.1958725,-0.1513244,2.352725,0.5424641,-0.2268633,2.047726,0.03984499,-0.1114569,2.136846,0.02880885,-0.138491,2.0807,-0.1373145,-0.3409294,1.875676,-0.02649958,-0.3242876,1.958625
Laying,0.02950826,-0.2144861,2.149931,0.3275331,-0.2237137,2.095068,0.6139787,-0.2316668,2.027722,0.7343776,-0.1912539,2.04081,0.4615298,-0.2688223,1.903442,0.2729222,-0.3383564,1.845753,0.1737618,-0.1426654,2.000175,0.1312032,-0.1436829,2.046534,0.5764618,-0.363167,1.973961,0.3111565,-0.3288308,1.882993,0.03653757,-0.3404851,1.870611,-0.03563311,-0.337835,1.888242,0.03410936,-0.155676,2.11747,-0.4616783,-0.2527473,2.155025,-0.8184851,-0.2483287,2.22112,-0.8180351,-0.3405394,2.124717,0.02836397,-0.2672777,2.11375,0.1579214,-0.03812879,2.361774,-0.1915403,-0.04851446,2.46643,-0.3173617,-0.07500875,2.404884,0.5435905,-0.229818,2.046687,0.08275293,-0.1072199,2.12442,0.0586777,-0.1904814,2.011679,-0.1327933,-0.334813,1.883793,-0.01371921,-0.3245552,1.960231
Laying,0.03348169,-0.2130856,2.149397,0.3289923,-0.2246178,2.094091,0.6147305,-0.2357233,2.025801,0.7366965,-0.1997124,2.038214,0.4622482,-0.2728818,1.901442,0.2619182,-0.3119722,1.858046,0.167786,-0.1187395,2.017708,0.1049838,-0.1289972,2.07625,0.5771515,-0.3672296,1.971932,0.3113478,-0.3326041,1.882706,0.03656996,-0.3406406,1.871171,-0.03505064,-0.3377428,1.888426,0.03867791,-0.1555613,2.114867,-0.4600565,-0.252321,2.153239,-0.8171863,-0.2493718,2.217974,-0.8175235,-0.3418958,2.122183,0.03101999,-0.2643336,2.116033,0.1553779,-0.0343354,2.365573,-0.1940151,-0.04498746,2.47034,-0.319547,-0.07208031,2.40818,0.5446578,-0.2328967,2.045003,0.04232458,-0.07157747,2.156748,0.03881354,-0.1573514,2.045227,-0.1345115,-0.3369163,1.888103,-0.01835236,-0.3244697,1.960021
Laying,0.03294732,-0.2143062,2.148643,0.3294002,-0.2277136,2.092525,0.6166744,-0.24088,2.023933,0.7386529,-0.2042362,2.037155,0.4641612,-0.2780195,1.899522,0.2618809,-0.3094425,1.85967,0.1664761,-0.1150984,2.01738,0.125233,-0.1297926,2.059251,0.579037,-0.372357,1.969992,0.3135183,-0.3333486,1.881718,0.03875175,-0.3413114,1.867512,-0.03719131,-0.3383225,1.88855,0.03822996,-0.1562621,2.114945,-0.45895,-0.2520977,2.152119,-0.8159724,-0.2507741,2.21738,-0.8168274,-0.3434912,2.121987,0.02947136,-0.2663508,2.114362,0.1556161,-0.03565772,2.362669,-0.1937614,-0.04643097,2.467493,-0.3193936,-0.07342298,2.405684,0.5462261,-0.2376908,2.043097,0.0864026,-0.05670136,2.151993,0.04828484,-0.164383,2.036539,-0.1350474,-0.3391806,1.87987,-0.02067227,-0.3240681,1.957935
Laying,0.0328065,-0.2142401,2.148755,0.3295423,-0.2286673,2.092287,0.6175857,-0.2444863,2.022924,0.7442105,-0.2229918,2.035868,0.4650562,-0.2816156,1.898483,0.2619033,-0.3084183,1.859789,0.1611131,-0.117697,2.018488,0.08572117,-0.1052383,2.111445,0.5799177,-0.3759479,1.968941,0.3140686,-0.3364363,1.88202,0.03915807,-0.3403902,1.87221,-0.03420154,-0.3374402,1.891553,0.03793351,-0.1561213,2.115492,-0.4584078,-0.251709,2.151393,-0.8154739,-0.2514804,2.216462,-0.8168294,-0.3443906,2.121475,0.02900231,-0.2662112,2.114505,0.1511119,-0.03233147,2.36207,-0.1981871,-0.04342557,2.467022,-0.3235108,-0.07126491,2.404938,0.5469266,-0.2405774,2.04229,0.03510914,-0.09813055,2.134143,0.03740595,-0.1076672,2.0826,-0.1359483,-0.3400512,1.886149,-0.02336184,-0.3245251,1.961342
Laying,0.03198741,-0.2144761,2.148584,0.32951,-0.2306165,2.091687,0.6189027,-0.2487976,2.022117,0.7458565,-0.2275551,2.035993,0.4663599,-0.2859157,1.897653,0.2621623,-0.3064311,1.860906,0.2073468,-0.09768628,2.019178,0.1450802,-0.1111324,2.072174,0.5812081,-0.3802403,1.968101,0.3151762,-0.3390726,1.882633,0.04020855,-0.3389379,1.871492,-0.03591495,-0.3387034,1.885795,0.03725527,-0.1566276,2.115498,-0.4587939,-0.2517941,2.151342,-0.8161244,-0.2524496,2.215178,-0.8179337,-0.3455361,2.120582,0.02723416,-0.2660762,2.114403,0.1189509,-0.02833008,2.369972,-0.2282466,-0.04171766,2.4801,-0.3521994,-0.07028263,2.414708,0.5478717,-0.2443368,2.041485,0.1004696,-0.06210499,2.135988,0.07747023,-0.1381778,2.055778,-0.1346482,-0.3374549,1.890683,-0.003111925,-0.3253495,1.965
Laying,0.02886339,-0.2158092,2.148366,0.32844,-0.2327231,2.09131,0.6189197,-0.2509008,2.021936,0.7463459,-0.2318787,2.035741,0.4663716,-0.2880149,1.897459,0.261721,-0.305081,1.861578,0.2070547,-0.09652862,2.02011,0.151421,-0.1092,2.066982,0.5812147,-0.3823374,1.967902,0.3155837,-0.3388015,1.882299,0.05059993,-0.3331628,1.875303,-0.02445705,-0.3382462,1.886677,0.03423662,-0.1592459,2.113047,-0.4589666,-0.2518494,2.151433,-0.8163373,-0.252414,2.215082,-0.8181655,-0.345505,2.120506,0.02179706,-0.2665471,2.117288,0.0737073,-0.03208717,2.3847,-0.271922,-0.04646249,2.498189,-0.3941492,-0.0750756,2.428713,0.5476659,-0.2464872,2.041243,0.08857503,-0.0678893,2.133491,0.07741235,-0.1360068,2.05876,-0.1169489,-0.3350438,1.893701,-0.01128766,-0.3254583,1.965997
Laying,0.02743446,-0.2172085,2.147713,0.3281095,-0.2355657,2.090544,0.6197556,-0.2545841,2.021465,0.7475046,-0.2361729,2.035978,0.467201,-0.2916926,1.896976,0.262067,-0.3042824,1.862073,0.2068743,-0.09590587,2.020646,0.1449086,-0.1134167,2.068357,0.5820368,-0.386009,1.967412,0.3168597,-0.3389437,1.88224,0.04213382,-0.333728,1.883363,-0.03143001,-0.3375371,1.897048,0.0328799,-0.1614822,2.111189,-0.4545625,-0.2498174,2.153124,-0.812314,-0.2513345,2.215108,-0.8143735,-0.344511,2.120666,0.02043394,-0.2672541,2.117632,0.07124841,-0.03265527,2.38514,-0.274447,-0.04581406,2.49854,-0.3966106,-0.07440495,2.428952,0.5482203,-0.2500161,2.040671,0.08984312,-0.06666347,2.09499,0.07157109,-0.134718,2.065428,-0.1239898,-0.3358905,1.894693,-0.0265981,-0.3234804,1.972322
Laying,0.02451361,-0.2228181,2.147139,0.3271248,-0.2391624,2.090155,0.6197127,-0.2558597,2.021425,0.7484851,-0.2425451,2.036218,0.4671558,-0.2929665,1.89693,0.261922,-0.3045682,1.862331,0.2057535,-0.09667158,2.020725,0.1404746,-0.1100651,2.073248,0.5819892,-0.3872813,1.967364,0.3274328,-0.3005648,1.880095,0.05445067,-0.3302324,1.881983,-0.02051861,-0.3377143,1.891825,0.02921665,-0.1699491,2.106687,-0.418868,-0.2500411,2.149707,-0.7772179,-0.2505296,2.210035,-0.7791198,-0.3434551,2.114991,0.01800661,-0.2710327,2.120209,0.0467647,-0.05304658,2.401942,-0.2981192,-0.05886714,2.51758,-0.4193543,-0.08532526,2.444536,0.5480346,-0.2517954,2.040562,0.07933531,-0.06051032,2.120394,0.07518192,-0.1357415,2.060669,-0.1126794,-0.3350259,1.896137,-0.01258079,-0.3269461,1.974667
Laying,0.02377473,-0.2238751,2.147202,0.3265598,-0.2408331,2.090095,0.6194013,-0.2574903,2.021387,0.7482309,-0.243626,2.036815,0.4668421,-0.2945954,1.896885,0.2612765,-0.3033592,1.863923,0.205556,-0.09649245,2.021324,0.141975,-0.1118003,2.077937,0.5816735,-0.3889083,1.967317,0.3247024,-0.3182236,1.872372,0.05070998,-0.3308282,1.881338,-0.02037572,-0.3374354,1.890981,0.02876063,-0.1719632,2.105313,-0.3670594,-0.2878702,2.125658,-0.7237251,-0.2674972,2.193268,-0.72629,-0.3601694,2.098111,0.01664323,-0.2714694,2.122236,0.03142067,-0.0563225,2.406722,-0.3131431,-0.06017457,2.523015,-0.433907,-0.08625045,2.448891,0.5476589,-0.253507,2.040509,0.0994689,-0.05867928,2.116989,0.07729249,-0.132842,2.064726,-0.1130714,-0.3347583,1.897904,-0.01349046,-0.3264406,1.972645
Laying,0.0233801,-0.2230832,2.148063,0.326557,-0.2410699,2.090321,0.6197832,-0.2591825,2.02153,0.748482,-0.2447029,2.036867,0.4672221,-0.2962846,1.897023,0.2612296,-0.3022276,1.867472,0.2007667,-0.09676122,2.023455,0.1385621,-0.1105632,2.076367,0.5820504,-0.3905942,1.967453,0.3263812,-0.3146476,1.873039,0.05251769,-0.3309426,1.880833,-0.02080695,-0.3380432,1.888836,0.0286823,-0.1710618,2.105829,-0.4222177,-0.2880341,2.148929,-0.779217,-0.2643131,2.212473,-0.7815032,-0.357219,2.117777,0.01596169,-0.2700718,2.124256,0.04100901,-0.04209392,2.399603,-0.3033522,-0.04884557,2.516492,-0.4245638,-0.07610965,2.444062,0.5479058,-0.2547247,2.040703,0.09767677,-0.07241086,2.096987,0.06612322,-0.1322219,2.071471,-0.1118272,-0.335175,1.894403,-0.01910722,-0.3273474,1.977213
Laying,0.02503003,-0.2156209,2.155117,0.3269972,-0.2405153,2.091621,0.619966,-0.2603657,2.021477,0.7485849,-0.2452383,2.036963,0.4674037,-0.2974666,1.896968,0.2613103,-0.301928,1.868029,0.199195,-0.09690596,2.02373,0.1366503,-0.1091475,2.080309,0.5822303,-0.3917742,1.967396,0.3276174,-0.3121726,1.873101,0.05390202,-0.33112,1.880404,-0.02122242,-0.3376117,1.887664,0.03018973,-0.1641105,2.111021,-0.4324897,-0.2929841,2.152685,-0.7892793,-0.2656946,2.215808,-0.793153,-0.3592911,2.122577,0.01860018,-0.260757,2.13455,0.06871387,-0.01882463,2.39651,-0.2770283,-0.03081934,2.509809,-0.3989237,-0.06008553,2.439802,0.5480853,-0.2553174,2.040879,0.08289649,-0.05993233,2.147565,0.07278633,-0.1340185,2.067909,-0.1126354,-0.3349071,1.89547,-0.02429852,-0.3274944,1.978
Laying,0.02535033,-0.2139415,2.156279,0.3271708,-0.2403554,2.092339,0.6199657,-0.2618224,2.021761,0.7483546,-0.245458,2.037294,0.4674026,-0.2989213,1.897248,0.2612145,-0.301581,1.86894,0.1980589,-0.09689405,2.024411,0.1396092,-0.1101257,2.076492,0.5822276,-0.3932264,1.967675,0.3281819,-0.3086325,1.876504,0.05455166,-0.3311171,1.880265,-0.021603,-0.33794,1.885705,0.03047056,-0.1625387,2.111671,-0.4354752,-0.2940143,2.153188,-0.7920251,-0.2652654,2.216839,-0.7963013,-0.3590432,2.123988,0.01906957,-0.2589689,2.136169,0.07148327,-0.01649694,2.397287,-0.27402,-0.02895318,2.511228,-0.3960263,-0.05841646,2.441597,0.5481519,-0.256227,2.041261,0.1105967,-0.06564739,2.125319,0.06448137,-0.1322646,2.072118,-0.1122473,-0.3348472,1.895713,-0.04767063,-0.3273221,1.977
Laying,0.02555224,-0.2135303,2.156483,0.3272901,-0.2402221,2.092672,0.6199254,-0.2621323,2.021874,0.7485598,-0.2468769,2.037565,0.4673622,-0.2992305,1.897359,0.261102,-0.3012659,1.869906,0.1539879,-0.1196042,2.034341,0.106517,-0.1235518,2.081717,0.5821866,-0.3935351,1.967785,0.3283546,-0.3084514,1.876454,0.0637518,-0.3330718,1.874588,-0.01076132,-0.3376543,1.882585,0.03058322,-0.1620661,2.11136,-0.4390968,-0.2967767,2.152456,-0.7951984,-0.2660471,2.217349,-0.7995305,-0.3598534,2.124591,0.01962457,-0.2583218,2.137223,0.07238054,-0.01472757,2.397394,-0.2733004,-0.02646493,2.51094,-0.3953187,-0.05625429,2.441554,0.5481572,-0.2564511,2.041411,0.04393932,-0.0561186,2.153889,0.03809748,-0.1603087,2.041923,-0.1041849,-0.3339456,1.896108,-0.03502119,-0.3250573,1.9009
Laying,0.02593868,-0.2088677,2.161364,0.3273712,-0.2383944,2.095422,0.6197907,-0.2622255,2.02226,0.7486774,-0.2478981,2.038324,0.4672278,-0.2993233,1.897743,0.2609293,-0.3011915,1.870857,0.1536935,-0.1192357,2.034919,0.1079231,-0.1231893,2.083271,0.5820519,-0.3936276,1.968169,0.3284087,-0.3083549,1.876452,0.06990016,-0.3334109,1.874174,-0.005691028,-0.3376825,1.882441,0.03091871,-0.1583566,2.115055,-0.3769687,-0.06761876,2.39222,-0.7209706,-0.1678338,2.30546,-0.7274915,-0.2634045,2.213021,0.02008416,-0.2530581,2.142812,0.07550592,-0.01001618,2.402815,-0.2702819,-0.0220631,2.516069,-0.3921167,-0.05237424,2.446294,0.5480449,-0.2563959,2.042124,0.05721552,-0.06981856,2.157996,0.03869432,-0.1594745,2.042202,-0.09742223,-0.3343353,1.895309,-0.03524294,-0.3251054,1.901183
Laying,0.02786866,-0.2052689,2.163746,0.3283687,-0.2371767,2.096898,0.6200024,-0.2625616,2.022538,0.7489303,-0.2480843,2.038874,0.4674391,-0.2996584,1.89802,0.2611238,-0.3010054,1.87124,0.1540229,-0.1189343,2.035263,0.1093478,-0.1228821,2.081614,0.582262,-0.3939618,1.968445,0.3199875,-0.3294872,1.885701,0.0725127,-0.3335005,1.873546,0.001210995,-0.3366277,1.881787,0.03281133,-0.1553865,2.116823,-0.3561101,-0.02828436,2.405216,-0.6995288,-0.1380498,2.329191,-0.7070628,-0.2342884,2.237217,0.02198486,-0.2489156,2.145689,0.08100349,-0.006023525,2.405035,-0.2649108,-0.01869317,2.517965,-0.3867701,-0.04935379,2.448282,0.5483602,-0.2565384,2.042577,0.05715728,-0.06057277,2.158623,0.03869408,-0.1596575,2.043028,-0.09170789,-0.3337604,1.896581,-0.02034065,-0.3252286,1.901857
Laying,0.02829489,-0.2027785,2.166052,0.3286201,-0.2355987,2.09859,0.6199616,-0.2624943,2.022802,0.7490736,-0.2491981,2.039079,0.4673984,-0.2995913,1.898282,0.2611114,-0.3010733,1.871117,0.1652097,-0.1072597,2.029031,0.1208651,-0.121704,2.073978,0.582221,-0.3938947,1.968708,0.3302653,-0.3015028,1.879446,0.07309602,-0.3339062,1.872133,-0.001036389,-0.337424,1.879455,0.03319203,-0.153487,2.118471,-0.3482803,-0.007931521,2.408072,-0.690593,-0.1234621,2.335964,-0.6987332,-0.2200779,2.244368,0.02246128,-0.2458994,2.148587,0.08216783,-0.003689785,2.408257,-0.2637517,-0.01493218,2.521312,-0.3853723,-0.04626376,2.45129,0.5483709,-0.2562579,2.043154,0.07096453,-0.05293206,2.157997,0.04523281,-0.1518667,2.051522,-0.09201062,-0.3334802,1.890478,-0.04688199,-0.325056,1.9009
Laying,0.02950378,-0.2016378,2.167249,0.3294052,-0.2352246,2.09942,0.6203029,-0.2629983,2.023063,0.7492905,-0.2490837,2.039246,0.4677394,-0.3000944,1.898543,0.2614645,-0.3010908,1.871056,0.1656166,-0.1069854,2.028674,0.1209029,-0.1205169,2.076621,0.5825607,-0.3943966,1.968967,0.3137033,-0.3509735,1.895768,0.03994971,-0.341331,1.909498,-0.02479576,-0.329106,1.940701,0.03384615,-0.1528596,2.118753,-0.3429501,0.002783234,2.409205,-0.6846783,-0.115581,2.339037,-0.6931925,-0.2124124,2.247676,0.02441105,-0.2441107,2.15118,0.08193904,-0.0009219722,2.41046,-0.2637236,-0.01423847,2.523996,-0.3852302,-0.04568414,2.453677,0.5488012,-0.2565547,2.043561,0.08054099,-0.06530182,2.147368,0.04630035,-0.1530724,2.05381,-0.1258797,-0.3369288,1.89563,-0.0194021,-0.3115151,1.996504
Laying,0.0310313,-0.1984137,2.170581,0.3303339,-0.2340453,2.100848,0.6205488,-0.2631665,2.023145,0.7496573,-0.2494377,2.039678,0.4679849,-0.3002624,1.898624,0.2616884,-0.3005926,1.871301,0.1665303,-0.1060634,2.028817,0.1265677,-0.118721,2.080022,0.5828053,-0.3945641,1.969048,0.3208303,-0.33042,1.88495,0.0466472,-0.3353933,1.894582,-0.0224371,-0.3355587,1.908951,0.03520804,-0.1500801,2.121911,-0.3149425,0.02558588,2.404753,-0.6559985,-0.09874494,2.342412,-0.6655928,-0.1960665,2.251597,0.02595395,-0.2407366,2.15428,0.08793632,0.003454587,2.411812,-0.2577156,-0.01058333,2.525392,-0.3792679,-0.04250808,2.455323,0.5491645,-0.2565583,2.043854,0.04515871,-0.05668133,2.151,0.05010135,-0.1501678,2.057,-0.1190709,-0.3361477,1.893228,-0.02127346,-0.3224835,1.986829
Laying,0.03179478,-0.1977382,2.17088,0.3307792,-0.2338013,2.100999,0.6207896,-0.2635633,2.022949,0.7498261,-0.249284,2.039554,0.4682253,-0.3006592,1.898428,0.261955,-0.3007611,1.870648,0.1669432,-0.1058497,2.027818,0.1262751,-0.1183276,2.076272,0.5830449,-0.3949604,1.968852,0.3211389,-0.3304828,1.884787,0.0561334,-0.3295793,1.885144,-0.01538866,-0.3372576,1.891948,0.03561655,-0.1496198,2.121814,-0.3069255,0.02523585,2.399108,-0.6483951,-0.09936786,2.339995,-0.658253,-0.1967454,2.249321,0.02724287,-0.2397623,2.155162,0.09304651,0.007000769,2.409806,-0.2515526,-0.007354845,2.52625,-0.3732119,-0.03950688,2.456425,0.5494089,-0.2567177,2.043817,0.0538843,-0.0623998,2.146498,0.0496089,-0.1506668,2.056371,-0.1071798,-0.3351911,1.897624,-0.01153188,-0.3265651,1.974533
Laying,0.03297145,-0.1973661,2.171312,0.3318046,-0.2336481,2.101254,0.6215923,-0.2641427,2.022695,0.7504911,-0.2493857,2.039011,0.4690273,-0.3012384,1.898173,0.2627307,-0.300534,1.870589,0.1670301,-0.1056571,2.027422,0.1293772,-0.1212703,2.073529,0.5838451,-0.3955385,1.968596,0.3161188,-0.3500206,1.892046,0.04287717,-0.340859,1.91125,-0.01993344,-0.3213054,1.951041,0.0364598,-0.1496031,2.122471,-0.3036831,0.02911238,2.398071,-0.5440564,-0.1481317,2.443308,-0.5556911,-0.244994,2.352432,0.02885145,-0.2389399,2.155221,0.09613196,0.00799776,2.409372,-0.2695549,-0.02966605,2.421705,-0.2845947,-0.12803,2.330208,0.5502723,-0.2570675,2.043768,0.04509632,-0.05072353,2.148001,0.05121776,-0.1502727,2.057905,-0.1245454,-0.3369736,1.897941,-0.02198359,-0.2936075,1.994425
Laying,0.03641402,-0.1957183,2.172348,0.3335786,-0.2329432,2.101499,0.6222003,-0.2643944,2.02226,0.7509217,-0.2499126,2.037609,0.4696345,-0.3014903,1.897739,0.2633058,-0.3001923,1.870505,0.1669999,-0.1053543,2.027047,0.1271938,-0.1188957,2.074831,0.5844512,-0.3957901,1.968161,0.3231958,-0.3290014,1.883774,0.0505173,-0.3346447,1.908123,-0.01170468,-0.3204306,1.947854,0.03967277,-0.1484037,2.123785,-0.2982902,0.03233378,2.39659,-0.5381827,-0.1488927,2.440505,-0.5503102,-0.2458997,2.350013,0.03226264,-0.2369707,2.155817,0.1022368,0.01000764,2.409256,-0.2634465,-0.02789556,2.421736,-0.2789944,-0.1264402,2.330627,0.5510834,-0.257124,2.043531,0.06896095,-0.05688901,2.158997,0.04888251,-0.1494913,2.061343,-0.1148765,-0.3370273,1.90226,-0.01922634,-0.2871115,1.992132
Laying,0.03437927,-0.1964352,2.171757,0.3332612,-0.2330336,2.10131,0.6222726,-0.2645783,2.021896,0.7507861,-0.2502045,2.036353,0.4697062,-0.3016745,1.897374,0.2633917,-0.2992936,1.869873,0.1679356,-0.1040605,2.026431,0.1256236,-0.1195359,2.079684,0.5845227,-0.3959743,1.967796,0.3232505,-0.329174,1.883473,0.05062976,-0.3347248,1.908289,-0.009954438,-0.3188161,1.949109,0.03616376,-0.1500516,2.123549,-0.2947342,0.03177346,2.395323,-0.5148057,-0.14706,2.431526,-0.5270572,-0.2440293,2.340848,0.03112298,-0.237131,2.154952,0.05933439,0.009203822,2.415769,-0.306094,-0.02934125,2.427682,-0.3209609,-0.1278178,2.336508,0.5510929,-0.2572327,2.043315,0.06980167,-0.07679352,2.138243,0.04776198,-0.151323,2.056753,-0.1155938,-0.3371255,1.896634,-0.01394666,-0.2834154,1.990595
Laying,0.0335113,-0.20359,2.164186,0.3334457,-0.2357119,2.097659,0.622877,-0.2656427,2.019806,0.7506872,-0.2509619,2.031817,0.4703074,-0.3027397,1.895285,0.2638819,-0.2994543,1.869429,0.1680853,-0.104195,2.025775,0.1264137,-0.1219244,2.079804,0.5851233,-0.3970389,1.965704,0.3236052,-0.3295803,1.882806,0.05094898,-0.3350321,1.907398,-0.012133,-0.3188389,1.945981,0.0342734,-0.1539392,2.12147,-0.2936542,0.03082994,2.394736,-0.5074184,-0.1470038,2.429307,-0.5975438,-0.1674287,2.403238,0.03295489,-0.2489102,2.137436,0.1011925,-0.004454625,2.39359,-0.2644922,-0.03967177,2.410068,-0.278635,-0.1375473,2.317701,0.551706,-0.2585543,2.041028,0.06245193,-0.06688428,2.138596,0.04826354,-0.1518277,2.055462,-0.1140413,-0.3365615,1.895516,-0.01593014,-0.2810102,1.988167
Laying,0.03518381,-0.2041334,2.164518,0.3341575,-0.2361883,2.097163,0.6231874,-0.2663515,2.018235,0.7504467,-0.2514028,2.028501,0.4706153,-0.303449,1.893714,0.2643283,-0.3008367,1.865577,0.1712239,-0.1047415,2.022466,0.1326496,-0.1234449,2.074524,0.585431,-0.397748,1.96413,0.3237223,-0.3297521,1.88239,0.05108735,-0.3350639,1.907185,-0.01063939,-0.3174814,1.947008,0.03430298,-0.1541945,2.122035,-0.2935327,0.03046755,2.394835,-0.5065364,-0.1461902,2.429683,-0.5970784,-0.1647594,2.403743,0.03821547,-0.2494474,2.138278,0.2257517,-0.02704696,2.358026,-0.1407115,-0.05622594,2.379646,-0.1567062,-0.1539641,2.287374,0.5521786,-0.259171,2.039845,0.05685455,-0.04484345,2.148,0.05650692,-0.1496331,2.058263,-0.1129866,-0.335819,1.896553,-0.01878551,-0.2796051,1.986681
Laying,0.03536594,-0.2044253,2.164902,0.3342179,-0.2365149,2.096903,0.623067,-0.2670901,2.016546,0.7493796,-0.2530113,2.023386,0.4704923,-0.3041881,1.892025,0.2641597,-0.3008852,1.864524,0.169997,-0.1219509,2.038635,0.1192145,-0.1314292,2.075834,0.5853087,-0.398487,1.96244,0.318558,-0.348792,1.884751,0.04479088,-0.339026,1.898882,-0.01911762,-0.3225425,1.939954,0.03371008,-0.1544067,2.122975,-0.2934849,0.03050498,2.395021,-0.5085307,-0.1453224,2.431007,-0.5993999,-0.1621337,2.40521,0.03880471,-0.2498228,2.13892,0.2161847,-0.02380987,2.36267,-0.150193,-0.0535497,2.384116,-0.1663319,-0.1514254,2.292095,0.5521675,-0.2597925,2.038652,0.05086773,-0.07407481,2.14333,0.04994705,-0.162745,2.042773,-0.1193368,-0.3361636,1.897515,-0.03132077,-0.2958353,1.98625
Laying,0.0368686,-0.2025063,2.165049,0.3345724,-0.2360855,2.096063,0.6226183,-0.2675166,2.014045,0.7485994,-0.2538531,2.019693,0.4700398,-0.3046158,1.889524,0.2636,-0.3011257,1.863656,0.1680845,-0.1237372,2.038547,0.1152154,-0.1303753,2.0754,0.5848579,-0.3989155,1.959937,0.3177787,-0.3488335,1.883819,0.04358399,-0.3382102,1.892281,-0.0007068538,-0.3378839,1.877321,0.03398399,-0.1529439,2.123725,-0.293384,0.03070897,2.395516,-0.5029573,-0.1440124,2.428507,-0.5812695,-0.09592971,2.420477,0.04141547,-0.2467621,2.138837,0.2082511,-0.01064146,2.360783,-0.1578689,-0.04321198,2.382098,-0.1744736,-0.1414373,2.290606,0.5520304,-0.2599296,2.036693,0.06611215,-0.05685461,2.156997,0.04921792,-0.1657521,2.040423,-0.09179538,-0.335283,1.886058,0.02655104,-0.3229635,1.959857
Laying,0.04069438,-0.2011575,2.164699,0.3360085,-0.2359546,2.094676,0.6227235,-0.2682182,2.011749,0.7484614,-0.2550304,2.016436,0.4701415,-0.3053183,1.887229,0.263624,-0.302839,1.862546,0.1605398,-0.129487,2.037252,0.1062721,-0.1337282,2.076032,0.5849603,-0.3996181,1.95764,0.3175844,-0.3491586,1.882991,0.04303208,-0.3368334,1.883959,-0.01142886,-0.3349328,1.900207,0.03644897,-0.1520749,2.124134,-0.2954717,0.03567811,2.399134,-0.4938025,-0.1442433,2.428887,-0.5066757,-0.2413779,2.338498,0.04531701,-0.2448608,2.138204,0.1717022,0.004694582,2.370255,-0.1940043,-0.03531589,2.385249,-0.2106503,-0.1338383,2.294274,0.5524896,-0.2604164,2.034654,0.07224946,-0.06011291,2.167829,0.03947539,-0.1705783,2.038759,-0.1041022,-0.334479,1.896705,0.007922588,-0.3179342,1.967824
