Position,SpineBaseX,SpineBaseY,SpineBaseZ,SpineMidX,SpineMidY,SpineMidZ,NeckX,NeckY,NeckZ,HeadX,HeadY,HeadZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,WristLeftX,WristLeftY,WristLeftZ,HandLeftX,HandLeftY,HandLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowRightX,ElbowRightY,ElbowRightZ,WristRightX,WristRightY,WristRightZ,HandRightX,HandRightY,HandRightZ,HipLeftX,HipLeftY,HipLeftZ,KneeLeftX,KneeLeftY,KneeLeftZ,AnkleLeftX,AnkleLeftY,AnkleLeftZ,FootLeftX,FootLeftY,FootLeftZ,HipRightX,HipRightY,HipRightZ,KneeRightX,KneeRightY,KneeRightZ,AnkleRightX,AnkleRightY,AnkleRightZ,FootRightX,FootRightY,FootRightZ,SpineShoulderX,SpineShoulderY,SpineShoulderZ,HandTipLeftX,HandTipLeftY,HandTipLeftZ,ThumbLeftX,ThumbLeftY,ThumbLeftZ,HandTipRightX,HandTipRightY,HandTipRightZ,ThumbRightX,ThumbRightY,ThumbRightZ
Standing,0.6279713,0.06209389,2.673393,0.6073213,0.4018969,2.671715,0.580968,0.7288213,2.656795,0.702775,0.8216664,2.677526,0.4598841,0.5841022,2.55673,0.3158946,0.360805,2.52998,0.3151807,0.1127463,2.442641,0.318636,0.04029009,2.404781,0.7981265,0.549819,2.826582,0.882882,0.5294326,3.094536,1.080577,0.6707851,3.119443,1.136804,0.7133229,3.113512,0.5593769,0.07027533,2.611222,0.4584642,-0.3575513,2.523054,0.3673053,-0.7359418,2.52319,0.3875222,-0.8120348,2.438944,0.6782041,0.05192431,2.655627,0.6816854,-0.3780057,2.695658,0.6523126,-0.7624364,2.717217,0.6868899,-0.8392174,2.650023,0.5883089,0.648671,2.663043,0.3311591,-0.01087883,2.382642,0.3841569,0.01476203,2.4642,1.128948,0.7272724,3.112875,1.11627,0.7169964,3.092124
Standing,0.6185751,0.06062508,2.672624,0.5975156,0.4026392,2.66767,0.5721074,0.7327502,2.648821,0.6956089,0.8233265,2.671602,0.4540127,0.5861232,2.545136,0.3111537,0.3582351,2.51366,0.3034694,0.1084757,2.429502,0.302239,0.03590869,2.393847,0.7892994,0.5537094,2.81863,0.8806847,0.5304174,3.092603,1.046134,0.5677351,3.258211,1.102473,0.580904,3.317679,0.5498651,0.06858753,2.6109,0.4471916,-0.3593702,2.528531,0.3650515,-0.7351607,2.524874,0.3861053,-0.8112811,2.441093,0.6688256,0.05074951,2.654431,0.6707861,-0.379435,2.693423,0.6492321,-0.7632391,2.715651,0.6871136,-0.8383543,2.64863,0.5790625,0.6517763,2.656065,0.3152495,-0.01654054,2.382003,0.3585198,-0.004903577,2.422,1.094898,0.595387,3.316838,1.082579,0.5858071,3.295818
Standing,0.5970184,0.05212663,2.669763,0.5850681,0.401557,2.661769,0.565464,0.7368242,2.640292,0.6854699,0.8247807,2.663123,0.4459433,0.5900734,2.528914,0.3037583,0.3566354,2.482574,0.2920149,0.105635,2.412653,0.2870526,0.03611608,2.374563,0.7826853,0.5577471,2.810121,0.8758789,0.5335123,3.086113,0.9469651,0.4411232,3.293114,0.9787494,0.471729,3.255899,0.5291168,0.06073435,2.610385,0.4337602,-0.3688534,2.531188,0.3626979,-0.73447,2.526116,0.3846675,-0.8105209,2.442689,0.6467896,0.04182573,2.649031,0.6600237,-0.3865952,2.693262,0.646206,-0.7616737,2.712569,0.6871102,-0.8364235,2.649644,0.5712157,0.6546201,2.6483,0.2990754,-0.01982361,2.364423,0.3353634,0.01891724,2.371,1.002868,0.4572655,3.275194,0.9667183,0.4844195,3.238333
Standing,0.590867,0.05454997,2.66971,0.5770311,0.4044066,2.658495,0.5581318,0.741015,2.633216,0.6792703,0.8259531,2.658406,0.4420809,0.5906028,2.518413,0.2993712,0.353046,2.468705,0.2790742,0.1058917,2.385755,0.2766455,0.03788114,2.35703,0.7753856,0.5619065,2.803063,0.8689241,0.5375628,3.079231,0.9435537,0.4447734,3.284849,1.013282,0.444743,3.296503,0.5240926,0.06277104,2.608133,0.4235177,-0.3662582,2.535693,0.3593379,-0.7323515,2.527895,0.3816839,-0.8082916,2.444368,0.6388355,0.04497701,2.651714,0.6497822,-0.3848068,2.690382,0.6414423,-0.7605329,2.707783,0.6856922,-0.8340975,2.64776,0.563447,0.6585146,2.642075,0.2882581,-0.01971536,2.351169,0.3230394,0.008294291,2.364,1.037327,0.4303913,3.315805,1.001085,0.4576857,3.278953
Standing,0.5777903,0.05183357,2.669079,0.5671265,0.405043,2.654871,0.5512333,0.7452058,2.626945,0.6727541,0.8275364,2.653503,0.4383295,0.5929229,2.506699,0.2941892,0.3529243,2.451111,0.2745413,0.1066504,2.373866,0.2700579,0.04144191,2.339332,0.7685186,0.5660685,2.796809,0.8621567,0.5417039,3.07297,0.9377946,0.4488145,3.278203,1.007525,0.4487837,3.289859,0.509911,0.05908535,2.609563,0.4144352,-0.3710224,2.539085,0.3570703,-0.7308295,2.529453,0.3782642,-0.8069968,2.445591,0.6277391,0.04309775,2.648996,0.6380317,-0.3857954,2.69198,0.6376238,-0.7599208,2.704587,0.6832939,-0.8304698,2.637827,0.5558765,0.6617925,2.636482,0.2782651,-0.01396788,2.332834,0.3168743,0.01748005,2.342909,1.031583,0.434415,3.309159,0.9955595,0.4615464,3.272541
Standing,0.5675046,0.04986728,2.667748,0.5606809,0.405023,2.652095,0.5482695,0.7468274,2.623305,0.6681528,0.8303447,2.649431,0.4359876,0.5946603,2.497047,0.2920334,0.3494203,2.435913,0.2679315,0.1091406,2.347765,0.2670437,0.04629082,2.318046,0.7655689,0.5676759,2.793176,0.8592395,0.5433045,3.06933,0.9348265,0.4505056,3.274634,1.004559,0.4504746,3.286289,0.4996721,0.05643766,2.609861,0.40501,-0.3738788,2.541426,0.3556503,-0.7309038,2.531301,0.377059,-0.8064038,2.446285,0.6177942,0.04181335,2.64575,0.6293765,-0.3856001,2.695016,0.6344125,-0.7582696,2.702616,0.6828102,-0.828279,2.639715,0.5521284,0.6630649,2.633013,0.2757202,-0.009220842,2.314907,0.3108946,0.0115561,2.337222,1.028622,0.4360985,3.305589,0.9924037,0.4633624,3.268734
Standing,0.562625,0.04825009,2.668098,0.5566182,0.4047676,2.650551,0.5452921,0.7482664,2.61957,0.6654247,0.8318645,2.648104,0.433354,0.5958784,2.490233,0.2905388,0.3500693,2.422742,0.2693174,0.1087685,2.336897,0.2684084,0.05388706,2.297077,0.7626059,0.5691012,2.789448,0.856304,0.5447198,3.065597,0.9317997,0.4519832,3.270977,1.001533,0.4519521,3.282633,0.4933122,0.05369006,2.611086,0.4390791,-0.3829835,2.581183,0.354771,-0.73018,2.531743,0.3761897,-0.8059294,2.447161,0.6144311,0.04110747,2.645386,0.6163147,-0.3857074,2.69889,0.6320534,-0.7600407,2.700806,0.6942122,-0.8283513,2.644977,0.5488324,0.6640493,2.629866,0.2748651,-0.0004266102,2.286479,0.3181239,0.02131593,2.317,1.025603,0.4375691,3.301931,0.9893919,0.4648244,3.265075
Standing,0.555899,0.04557972,2.66888,0.5514907,0.4041541,2.648918,0.5416357,0.7496549,2.615556,0.6622474,0.8322157,2.647145,0.4320278,0.5969719,2.485557,0.2851173,0.3468975,2.405996,0.2754892,0.1048551,2.32023,0.2758252,0.05969259,2.280406,0.7589669,0.5704752,2.785442,0.8526946,0.5460809,3.061587,0.9281064,0.4533779,3.267042,0.997843,0.4533468,3.278698,0.4859784,0.05054002,2.612776,0.4375433,-0.3866445,2.582436,0.3541502,-0.7300534,2.532307,0.3749261,-0.8059403,2.447602,0.6087803,0.03908144,2.645188,0.6015449,-0.38705,2.702081,0.6269249,-0.7595806,2.700441,0.694614,-0.8281826,2.644737,0.5448036,0.6649344,2.626464,0.2827002,0.007485673,2.270502,0.3243308,0.02993623,2.297,1.021921,0.438957,3.297995,0.9857195,0.4662039,3.261137
Standing,0.5460489,0.04005808,2.669738,0.5462615,0.4032238,2.648854,0.5396734,0.7511489,2.615072,0.6599592,0.832156,2.647384,0.4319997,0.5973589,2.483458,0.2887115,0.3499821,2.392793,0.2857196,0.1078554,2.306686,0.2858441,0.06546118,2.26526,0.7570132,0.5719634,2.784962,0.8507594,0.5475585,3.061105,0.9261115,0.4548733,3.266615,0.9958483,0.454842,3.278271,0.4748006,0.04638919,2.61314,0.4375475,-0.3913419,2.588232,0.350639,-0.7366826,2.532236,0.3752022,-0.8102511,2.445735,0.6005002,0.03244986,2.646286,0.5904717,-0.3927767,2.706291,0.6171415,-0.757143,2.701867,0.6927988,-0.8279756,2.643914,0.5422614,0.665962,2.626027,0.2907316,0.01675208,2.249995,0.3345805,0.03596944,2.2816,1.019932,0.4404469,3.297567,0.9837384,0.4676869,3.260708
Standing,0.5393662,0.03742443,2.671951,0.5421101,0.4028609,2.649789,0.5381764,0.7526113,2.615122,0.652209,0.8414635,2.648622,0.432114,0.5980726,2.482008,0.2882198,0.3464719,2.385847,0.2910925,0.1061943,2.29407,0.2974529,0.07050032,2.254123,0.7555226,0.5734217,2.785017,0.8492835,0.549007,3.061158,0.9246008,0.4563305,3.266717,0.994339,0.4562992,3.278374,0.4682258,0.04512905,2.613598,0.4362376,-0.3927144,2.591833,0.349026,-0.7391056,2.53221,0.3760335,-0.8116356,2.445578,0.5937108,0.02820309,2.65053,0.579403,-0.3972924,2.709076,0.6046702,-0.7556426,2.703742,0.6948259,-0.8303354,2.647809,0.5402262,0.6670344,2.62621,0.3083297,0.02216701,2.236577,0.342162,0.04883262,2.259154,1.018428,0.441899,3.297669,0.9822403,0.4691327,3.260809
Standing,0.5264223,0.03249856,2.673757,0.5355168,0.4021437,2.651679,0.5362806,0.7548374,2.616667,0.6519213,0.841502,2.65073,0.4324746,0.5996552,2.480647,0.2921248,0.3451385,2.380506,0.2978414,0.107097,2.282583,0.3085448,0.07354989,2.24648,0.7536342,0.5756451,2.786568,0.4563135,0.4166332,2.850553,0.3133453,0.232208,3.073123,0.266429,0.1714219,3.151653,0.4571812,0.04224228,2.612767,0.423665,-0.3953204,2.593277,0.3443992,-0.7813048,2.52294,0.401707,-0.8196709,2.421966,0.5792275,0.02121655,2.655143,0.5702313,-0.4041242,2.713732,0.5834344,-0.7615814,2.708926,0.6347656,-0.8344727,2.666016,0.5374188,0.6686047,2.627736,0.3208042,0.02544385,2.229229,0.361779,0.04545578,2.257667,0.292897,0.1579231,3.170421,0.2597172,0.1863168,3.132859
Standing,0.5134681,0.04494582,2.674092,0.5275131,0.4078335,2.654601,0.5333136,0.7579359,2.620938,0.6501784,0.8437505,2.659222,0.432777,0.6007965,2.480111,0.3105912,0.347237,2.374744,0.3076257,0.1092352,2.276414,0.3204374,0.07361247,2.240415,0.7506774,0.5787449,2.790845,0.4367831,0.4392994,2.822524,0.3186857,0.2844529,3.016432,0.2800266,0.2335563,3.085417,0.4493913,0.05241709,2.613549,0.4187002,-0.3854933,2.593813,0.344286,-0.7815083,2.523025,0.4019975,-0.8204767,2.422918,0.5605285,0.03625016,2.654263,0.5582793,-0.388134,2.717285,0.5668141,-0.7502186,2.717082,0.6259241,-0.8372093,2.666858,0.5330955,0.672177,2.631767,0.3341143,0.02729179,2.22491,0.3630609,0.05154955,2.231,0.3064268,0.2198111,3.104208,0.2731555,0.247894,3.066674
Standing,0.4903147,0.08998417,2.679052,0.515705,0.4251324,2.661025,0.530355,0.7611508,2.627092,0.6490874,0.8445026,2.668072,0.4325381,0.6022405,2.479964,0.3228413,0.3437382,2.366358,0.3212242,0.1059653,2.267414,0.3337141,0.07312022,2.236875,0.7477279,0.5819656,2.797005,0.4366139,0.4341007,2.82147,0.2818832,0.2563798,3.016485,0.2310196,0.1978542,3.085827,0.4341547,0.09463572,2.5866,0.3729842,-0.34218,2.551386,0.3363546,-0.7312057,2.532202,0.3715979,-0.804529,2.453302,0.5308679,0.08421118,2.691176,0.5411959,-0.34689,2.726843,0.5320977,-0.7660043,2.729612,0.5854741,-0.8371799,2.687056,0.5283147,0.6777484,2.638014,0.3485775,0.02645462,2.218239,0.3563587,0.0730227,2.202648,0.2576019,0.1842412,3.104595,0.2245619,0.2124927,3.067029
Standing,0.488627,0.09130125,2.678638,0.511175,0.4305411,2.663022,0.5270879,0.7649511,2.633302,0.6446633,0.8509911,2.683069,0.4321671,0.6040807,2.480201,0.3386168,0.3386377,2.369123,0.3372035,0.1035111,2.263472,0.3489165,0.07426773,2.234249,0.7444713,0.5857698,2.803223,0.4204611,0.4621969,2.795199,0.3038289,0.3192235,2.965626,0.2656347,0.2723198,3.026784,0.4325964,0.09771808,2.586598,0.3868514,-0.3400697,2.56691,0.3361982,-0.7311754,2.532081,0.3716442,-0.8045036,2.45344,0.5289413,0.08404811,2.690304,0.5358129,-0.3452385,2.735354,0.4892875,-0.7527565,2.740558,0.5745265,-0.8332169,2.701834,0.5242099,0.6824806,2.643195,0.3665744,0.02523939,2.214904,0.3768589,0.07334205,2.20425,0.2920727,0.2584094,3.045586,0.2588443,0.2862846,3.008064
Standing,0.478445,0.09751291,2.670968,0.5045866,0.4356746,2.663311,0.5229301,0.767747,2.640491,0.6405193,0.8536418,2.695092,0.4314987,0.6051858,2.480689,0.351813,0.3382236,2.372178,0.3560719,0.1057779,2.260384,0.3687502,0.07415298,2.236964,0.7403265,0.5885745,2.810416,0.4164405,0.4645002,2.797068,0.3004044,0.3214371,2.964495,0.2624016,0.274506,3.024654,0.4233733,0.1052026,2.580647,0.3849285,-0.3331207,2.563827,0.3349431,-0.731697,2.531428,0.371649,-0.8048908,2.453756,0.5187029,0.08761699,2.680848,0.5254076,-0.3341088,2.755502,0.4791065,-0.7522664,2.760514,0.5242877,-0.8276543,2.741667,0.5194656,0.685899,2.64827,0.388469,0.0229633,2.214895,0.3913472,0.07049702,2.197852,0.2888514,0.2605865,3.043456,0.2574278,0.2872411,3.007123
Standing,0.4720136,0.1004904,2.67081,0.4968351,0.4416763,2.668659,0.5162026,0.7748793,2.656015,0.6353701,0.8579478,2.712422,0.4313031,0.6057339,2.482888,0.3667708,0.3303699,2.369297,0.374568,0.09686345,2.260318,0.3934146,0.06943277,2.240642,0.733618,0.5957232,2.825952,0.4110012,0.4689779,2.798044,0.2944466,0.3239366,2.95727,0.2562609,0.2763515,3.014697,0.4173273,0.1096913,2.581534,0.3837946,-0.3294903,2.557097,0.3348729,-0.7316664,2.531222,0.3714811,-0.8050427,2.453837,0.5119272,0.08891165,2.679595,0.5005563,-0.3309362,2.761485,0.4617577,-0.6512696,2.726545,0.4949244,-0.7629226,2.741775,0.5119786,0.6930791,2.661073,0.4147153,0.02211423,2.220524,0.4194929,0.06703214,2.210727,0.2827312,0.262421,3.033497,0.2495425,0.2902713,2.995971
Standing,0.468056,0.1047109,2.672923,0.4921504,0.4463494,2.674089,0.5124429,0.7776684,2.663596,0.630168,0.8618515,2.728544,0.4310637,0.6057298,2.487973,0.3857197,0.328795,2.376622,0.4111825,0.09729632,2.266307,0.4205103,0.05879367,2.243643,0.7298692,0.5985218,2.833536,0.4088561,0.4688848,2.796951,0.2853066,0.3190784,2.950818,0.2447862,0.2699044,3.006457,0.4138978,0.1147596,2.581868,0.3841696,-0.3248051,2.555747,0.3345547,-0.7316772,2.530245,0.3713148,-0.8054349,2.453859,0.5074179,0.0921758,2.6837,0.4994072,-0.3285792,2.76284,0.4478495,-0.6478876,2.750926,0.4827205,-0.7568845,2.770935,0.507888,0.6964568,2.668388,0.442842,0.01747503,2.233494,0.442953,0.06660011,2.216584,0.2712978,0.255995,3.025251,0.2381607,0.2838726,2.987717
Standing,0.4683238,0.1262239,2.674704,0.4883006,0.4567983,2.681228,0.50416,0.7812503,2.677418,0.6232274,0.8633846,2.739773,0.4310148,0.6088472,2.504437,0.3960328,0.3301917,2.378532,0.4512494,0.09648596,2.287977,0.4506913,0.05039003,2.247802,0.721611,0.6021254,2.847364,0.4047517,0.4672349,2.790839,0.2804092,0.312259,2.93379,0.2396176,0.2613594,2.98579,0.4133543,0.1239944,2.579294,0.3845724,-0.3156957,2.555157,0.3343539,-0.7311191,2.52941,0.3709928,-0.8053662,2.453978,0.5098109,0.1310103,2.693615,0.5078232,-0.2834212,2.793378,0.4502954,-0.6018283,2.788884,0.4697258,-0.7227706,2.791167,0.5010137,0.7017404,2.680113,0.4728459,0.01789121,2.237531,0.4682035,0.06548833,2.2174,0.2661433,0.247475,3.004582,0.2330222,0.2753858,2.967043
Standing,0.4023308,0.1385605,2.668967,0.4561917,0.4648718,2.688805,0.4976937,0.7823223,2.688636,0.6116595,0.8716328,2.752682,0.4287495,0.609616,2.51417,0.410378,0.3311382,2.387798,0.4815523,0.09050713,2.273915,0.4772976,0.05571703,2.264364,0.7151626,0.6032205,2.858583,0.3981437,0.4721578,2.792678,0.2742349,0.3165388,2.935336,0.2335768,0.265432,2.987238,0.3535542,0.1436088,2.570077,0.3787023,-0.2953268,2.554556,0.3348657,-0.7312301,2.529289,0.3712295,-0.8057581,2.454173,0.4388545,0.1293328,2.686989,0.3679887,-0.290009,2.757389,0.3110854,-0.6084297,2.752731,0.3748829,-0.7062504,2.76942,0.4901138,0.7039953,2.690885,0.4985969,0.01633833,2.25753,0.4959803,0.07182952,2.238174,0.2601264,0.2515325,3.006031,0.2270358,0.2794239,2.968493
Standing,0.4024008,0.1333923,2.672424,0.451175,0.4622362,2.694139,0.4877665,0.7814214,2.703188,0.6001979,0.8727297,2.765209,0.4244812,0.6138771,2.532599,0.4192569,0.3344198,2.397266,0.4970412,0.1036472,2.318794,0.5068366,0.05343687,2.279184,0.7052642,0.6023541,2.873131,0.3857824,0.4784917,2.805442,0.2616005,0.3257086,2.950539,0.22083,0.2755541,3.003257,0.354453,0.1415948,2.573748,0.3785983,-0.2973802,2.557918,0.3354394,-0.7315718,2.52917,0.3713531,-0.8063817,2.454187,0.4376425,0.1189941,2.690377,0.3236359,-0.2890991,2.768064,0.2947499,-0.7503625,2.847022,0.3716584,-0.7923264,2.736854,0.4799186,0.7027255,2.703309,0.5292211,0.01663948,2.27245,0.5270556,0.06519414,2.25537,0.2474328,0.2616216,3.02205,0.2144114,0.2894698,2.984511
Standing,0.3992608,0.1263409,2.681705,0.4422459,0.4580464,2.707582,0.4778383,0.7800174,2.720749,0.5860795,0.8758817,2.785724,0.4196271,0.6154851,2.545846,0.4332007,0.3347715,2.411431,0.5033698,0.1051599,2.321485,0.5355914,0.04995426,2.301957,0.6953623,0.6009922,2.890686,0.3773687,0.4811193,2.807745,0.2548966,0.3261326,2.952025,0.2146822,0.2752474,3.004472,0.3529702,0.1380456,2.583984,0.3776308,-0.3011312,2.563028,0.3359215,-0.7316347,2.529082,0.3728213,-0.8066658,2.455721,0.4330132,0.1093394,2.698637,0.3186074,-0.2846148,2.813718,0.2865221,-0.7637566,2.862544,0.3647872,-0.8050821,2.753382,0.4696856,0.7008711,2.719888,0.5622759,0.01101283,2.298493,0.5546099,0.06628785,2.279371,0.2413089,0.2613163,3.023263,0.2083179,0.2891663,2.985722
Standing,0.4154462,0.1216246,2.701847,0.44274,0.4564622,2.721232,0.4688647,0.7792298,2.734343,0.5772132,0.8750491,2.796261,0.4145655,0.6132375,2.559659,0.4470405,0.3319759,2.43065,0.5445098,0.09108075,2.363657,0.5606517,0.05381623,2.32958,0.6864136,0.6002361,2.904276,0.3836376,0.4330126,2.866379,0.2262158,0.2369293,3.016539,0.1743557,0.1722644,3.070945,0.3694647,0.1344951,2.608309,0.3785589,-0.3060132,2.570509,0.3364697,-0.731876,2.529448,0.3730771,-0.806879,2.45564,0.4488428,0.104785,2.715031,0.3195348,-0.2891414,2.819494,0.269416,-0.7734274,2.887454,0.3487157,-0.8137682,2.778469,0.4632702,0.7000424,2.733035,0.5936774,0.01179002,2.314563,0.5788777,0.06111028,2.297391,0.2011474,0.1587428,3.089694,0.1683719,0.1871117,3.052102
Standing,0.4084884,0.1180749,2.715087,0.433479,0.4523405,2.738425,0.4576681,0.7754748,2.749052,0.5600016,0.8760908,2.820991,0.4031591,0.6088505,2.57955,0.4607102,0.3322975,2.456763,0.5633963,0.1111073,2.381288,0.5942497,0.04936738,2.358309,0.6752489,0.596522,2.918977,0.3726967,0.4296777,2.876993,0.2231027,0.2380633,3.024756,0.1738321,0.1748801,3.078369,0.3673058,0.1321667,2.613812,0.3777111,-0.3082777,2.57332,0.3368049,-0.7325534,2.529798,0.3734802,-0.8073719,2.455607,0.435015,0.1005077,2.738827,0.3107146,-0.2990695,2.831606,0.2527747,-0.7837735,2.910694,0.3319272,-0.8236609,2.800928,0.4520775,0.6961926,2.748846,0.6292209,0.008385837,2.352343,0.6242918,0.05257049,2.34419,0.200946,0.1609568,3.098723,0.1679655,0.1891591,3.057957
Standing,0.4023442,0.1174453,2.730323,0.4255224,0.4511746,2.755531,0.4463337,0.7734649,2.768433,0.5486457,0.8751771,2.83189,0.3931177,0.6060026,2.60071,0.4761559,0.3251914,2.476524,0.5893906,0.1048279,2.419692,0.6320283,0.05086992,2.401766,0.6639434,0.5945588,2.938352,0.3610356,0.4284784,2.89711,0.2137048,0.2387775,3.045613,0.1651672,0.176226,3.099478,0.3626089,0.1305557,2.629204,0.3763213,-0.3096958,2.579767,0.3368917,-0.7325608,2.529932,0.3736638,-0.8073248,2.455679,0.4298307,0.1008482,2.750235,0.3042879,-0.2991284,2.840665,0.2338223,-0.7844152,2.924584,0.3133644,-0.8238904,2.814592,0.4416472,0.6944616,2.767544,0.6711386,0.00950389,2.399589,0.6559331,0.06192634,2.376267,0.1919981,0.1626963,3.118227,0.1592752,0.1910531,3.080633
Standing,0.397682,0.1135688,2.747154,0.4169075,0.4468545,2.773295,0.4332029,0.7686809,2.78691,0.5361493,0.868757,2.853464,0.3848458,0.6041468,2.619492,0.485801,0.3325275,2.50886,0.6191835,0.1205518,2.474751,0.6641911,0.06305099,2.454988,0.6508476,0.5898259,2.956818,0.3479434,0.4240029,2.915475,0.2016668,0.2350588,3.064003,0.1534578,0.1727494,3.117882,0.3584425,0.1258965,2.649577,0.3748829,-0.3137994,2.587812,0.337262,-0.7325197,2.530386,0.3736276,-0.8071969,2.455423,0.4251203,0.09778829,2.764135,0.2959134,-0.3011543,2.853964,0.2162489,-0.7858447,2.934918,0.2492662,-0.8647943,2.930665,0.4296236,0.6897949,2.785882,0.7108176,0.0247332,2.452716,0.6937543,0.06981187,2.441733,0.1803351,0.1592367,3.136629,0.1476729,0.1876144,3.099031
Standing,0.3835521,0.1104938,2.751376,0.4025757,0.4427725,2.783646,0.4185192,0.7632627,2.805188,0.5209868,0.8624874,2.876222,0.3721555,0.599467,2.64086,0.4917427,0.3352946,2.541166,0.6392684,0.1323431,2.536551,0.6952415,0.07920647,2.525964,0.6362042,0.5844594,2.975086,0.3333586,0.4187736,2.933868,0.1872911,0.230023,3.082514,0.1391272,0.1677669,3.136437,0.3414142,0.1238263,2.655622,0.3732464,-0.3147703,2.593703,0.3373752,-0.7329042,2.530782,0.3736562,-0.8075837,2.455697,0.4139205,0.0940816,2.766589,0.2886783,-0.3038102,2.862235,0.204716,-0.7898129,2.947676,0.2855228,-0.82833,2.837934,0.4149677,0.6847347,2.80197,0.7446728,0.04278883,2.523647,0.735701,0.08408569,2.51525,0.16606,0.1542766,3.155181,0.1334702,0.182682,3.117579
Standing,0.364823,0.1049423,2.773746,0.3869871,0.4375039,2.810008,0.4073552,0.7589459,2.832751,0.5101244,0.8576688,2.901986,0.3572285,0.5955176,2.667764,0.4932969,0.3445076,2.578634,0.6466937,0.1501367,2.605483,0.7139167,0.1043783,2.605376,0.62506,0.5802112,3.002635,0.3223212,0.414615,2.961373,0.1764271,0.2259913,3.110015,0.1283002,0.1637657,3.163943,0.3275162,0.1217246,2.673465,0.3720424,-0.3149942,2.600845,0.3389451,-0.7351545,2.532075,0.374774,-0.8089104,2.454491,0.3908865,0.08447082,2.793284,0.2749048,-0.317079,2.884964,0.1935725,-0.7769005,2.958174,0.2209932,-0.8586375,2.952712,0.402626,0.6801193,2.829532,0.77244,0.07019116,2.612689,0.7499189,0.1062052,2.580875,0.155276,0.150296,3.182684,0.1227434,0.1787261,3.145077
Standing,0.363592,0.0986828,2.790641,0.3814027,0.4329302,2.826654,0.3964269,0.755788,2.850781,0.4673445,0.8760883,2.937188,0.3418629,0.5937741,2.695357,0.4894975,0.3501352,2.608833,0.6513446,0.1773813,2.677064,0.7188238,0.1350234,2.698817,0.6141573,0.5770979,3.020659,0.3115139,0.4115479,2.979352,0.1657051,0.2229725,3.12798,0.1175879,0.1607552,3.181906,0.3233741,0.1141737,2.694623,0.3707607,-0.3212658,2.61193,0.3398971,-0.7372196,2.532948,0.3753666,-0.8104604,2.453946,0.3923145,0.07990751,2.806173,0.2703215,-0.3196864,2.898254,0.18665,-0.7730443,2.964444,0.2148992,-0.855942,2.955046,0.3931726,0.6766072,2.847052,0.7715248,0.09686228,2.719684,0.7289569,0.1183543,2.65575,0.1446048,0.1473,3.200645,0.1121258,0.175748,3.163035
Standing,0.3554813,0.09423549,2.811249,0.3702227,0.4271509,2.850496,0.3828781,0.7490444,2.876271,0.4607552,0.8685142,2.946342,0.3298041,0.5902977,2.721778,0.4751276,0.3657075,2.64208,0.6402764,0.20443,2.742492,0.7051706,0.1709973,2.793709,0.6006369,0.5704225,3.046133,0.2981194,0.4049465,3.004763,0.1524017,0.216435,3.153366,0.1042917,0.1542246,3.207289,0.3146106,0.1103227,2.711315,0.3659944,-0.3241256,2.624408,0.3403511,-0.7376052,2.533629,0.3786386,-0.8088199,2.453385,0.3861241,0.07537241,2.830194,0.2619088,-0.3257344,2.915483,0.178737,-0.7708111,2.971705,0.2148181,-0.8529853,2.954651,0.3800653,0.6700693,2.87231,0.7626683,0.1342913,2.839114,0.7396447,0.1838046,2.785,0.131359,0.1407981,3.226025,0.09894659,0.1692813,3.18841
Standing,0.3365448,0.08474261,2.83163,0.3558863,0.4183494,2.872649,0.3726615,0.7407108,2.901127,0.4347547,0.8665676,2.982378,0.3155883,0.5849482,2.745519,0.4664903,0.3684199,2.677454,0.616909,0.2161569,2.793324,0.674577,0.2082654,2.879293,0.5904368,0.5621592,3.070969,0.2880861,0.3967973,3.029545,0.1423761,0.2083183,3.178118,0.09425068,0.1461024,3.232036,0.2932418,0.1024052,2.736828,0.3507206,-0.3297953,2.638576,0.340868,-0.7377796,2.5351,0.3785286,-0.8084706,2.453227,0.3698202,0.06489437,2.845923,0.2450048,-0.3354608,2.931904,0.1741803,-0.770638,2.973055,0.2535588,-0.8084626,2.860351,0.3688557,0.6616502,2.896345,0.7156118,0.1819319,2.91123,0.7155983,0.2021314,2.887,0.1213559,0.1327097,3.25077,0.08899395,0.1612349,3.213151
Standing,0.3251712,0.08197764,2.850154,0.3451154,0.4145606,2.895757,0.3633043,0.7361667,2.928476,0.4113741,0.8659008,3.01603,0.3064436,0.5801057,2.772301,0.4706978,0.3617064,2.720681,0.6211258,0.2294032,2.856197,0.6394796,0.2481846,2.947912,0.5810907,0.5576801,3.098305,0.5327068,0.3295094,2.830941,0.6063028,0.1717757,2.99711,0.6445361,0.2342754,2.977032,0.2836204,0.1011273,2.75501,0.3380795,-0.3309276,2.652768,0.3409842,-0.7360531,2.53868,0.379876,-0.8038517,2.452762,0.3574253,0.06058732,2.863927,0.2361446,-0.3433082,2.941657,0.1706384,-0.7701334,2.973879,0.2502375,-0.8077444,2.861165,0.3590671,0.6572534,2.922723,0.6556873,0.2372696,2.963828,0.6567692,0.2446449,2.9364,0.6587013,0.2235091,2.995588,0.6387729,0.2365717,2.9449
