Position,SpineBaseX,SpineBaseY,SpineBaseZ,SpineMidX,SpineMidY,SpineMidZ,NeckX,NeckY,NeckZ,HeadX,HeadY,HeadZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,WristLeftX,WristLeftY,WristLeftZ,HandLeftX,HandLeftY,HandLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowRightX,ElbowRightY,ElbowRightZ,WristRightX,WristRightY,WristRightZ,HandRightX,HandRightY,HandRightZ,HipLeftX,HipLeftY,HipLeftZ,KneeLeftX,KneeLeftY,KneeLeftZ,AnkleLeftX,AnkleLeftY,AnkleLeftZ,FootLeftX,FootLeftY,FootLeftZ,HipRightX,HipRightY,HipRightZ,KneeRightX,KneeRightY,KneeRightZ,AnkleRightX,AnkleRightY,AnkleRightZ,FootRightX,FootRightY,FootRightZ,SpineShoulderX,SpineShoulderY,SpineShoulderZ,HandTipLeftX,HandTipLeftY,HandTipLeftZ,ThumbLeftX,ThumbLeftY,ThumbLeftZ,HandTipRightX,HandTipRightY,HandTipRightZ,ThumbRightX,ThumbRightY,ThumbRightZ,
NA,0.4896699,-0.3856879,2.852135,0.5705886,-0.1201757,2.86547,0.6473123,0.1395773,2.868566,0.7498539,0.1674787,2.872365,0.4277468,0.06200276,2.797928,0.3598079,-0.1665065,2.772768,0.2950234,-0.3430094,2.743962,0.3335402,-0.359388,2.735292,0.7084697,-0.00373706,2.955987,0.6930712,-0.07853165,2.71748,0.6084612,-0.1343325,2.493855,0.5887018,-0.09623123,2.435198,0.4171963,-0.378679,2.826905,0.5547969,-0.3924722,2.384002,0.5228142,-0.6629252,2.464839,0.5445332,-0.6525669,2.310836,0.5511339,-0.3836667,2.811948,0.7634526,-0.3743561,2.402758,0.634391,-0.6305946,2.429667,0.6449021,-0.6923352,2.3397,0.6287633,0.0753974,2.870009,0.3335092,-0.3705191,2.735046,0.3338947,-0.3542353,2.7018,0.5969176,-0.09249743,2.403375,0.5760503,-0.09425831,2.427688,
